Kode;PM2.5;Traffic ;Wind Speed ;Humidity ;Temperature ;Precipitation ;NDVI 
Kelapa Gading;43.5;4.334.402.778;13;65;29;0.85;0.102466591
Kelapa Gading;61.5;4.334.402.778;14.5;65;28.5;0.35;0.102466591
Kelapa Gading;94;4.334.402.778;7;65;28.5;0;0.102466591
Kelapa Gading;127.5;4.334.402.778;5;55;29.5;0.1;0.102466591
Kelapa Gading;148;4.334.402.778;7.5;50;31;0;0.102466591
Kelapa Gading;163;4.334.402.778;7.5;65;29.5;0.3;0.102466591
Kelapa Gading;102;4.334.402.778;8.5;55;28.5;0;0.102466591
Kelapa Gading;48;4.334.402.778;7.5;65;29.5;0.1;0.102466591
Lubang Buaya;137.5;1144.15;3;65;29;0;0.146951483
Lubang Buaya;180;1144.15;3.5;70;27.5;0.2;0.146951483
Lubang Buaya;179.5;1144.15;3.5;70;28;0;0.146951483
Lubang Buaya;141.5;1144.15;2.5;75;27.5;0;0.146951483
Lubang Buaya;109;1144.15;3;70;24;8.25;0.146951483
Lubang Buaya;165.5;1144.15;2.5;75;26.5;0.2;0.146951483
Lubang Buaya;167.5;1144.15;6.5;75;26.5;0.25;0.146951483
Lubang Buaya;213.5;1144.15;2.5;70;26.5;0;0.146951483
Lubang Buaya;133;1144.15;3;75;28.5;0;0.146951483
Lubang Buaya;152.5;1.024.135.135;4.5;80;27.5;0;0.146951483
Lubang Buaya;144;1.024.135.135;1;75;28;0.2;0.146951483
Lubang Buaya;315;1.024.135.135;2;70;27;0.2;0.146951483
Lubang Buaya;225;1.024.135.135;3;75;32;0;0.146951483
Lubang Buaya;245;1.024.135.135;2.5;70;27;0;0.146951483
Lubang Buaya;133.5;1.024.135.135;2;75;28;0;0.146951483
Lubang Buaya;84.5;1.024.135.135;2;75;27.5;0;0.146951483
Lubang Buaya;128.5;9.946.216.216;3;75;28;0;0.146951483
Lubang Buaya;402;9.946.216.216;2;70;27.5;0.1;0.146951483
Lubang Buaya;171.5;9.946.216.216;2.5;70;27;0.2;0.146951483
Lubang Buaya;72;9.946.216.216;3;80;27.5;0.3;0.146951483
Lubang Buaya;80.5;9.946.216.216;7.5;75;27.5;0;0.146951483
Lubang Buaya;145.5;9.946.216.216;2.5;75;28;0;0.146951483
Lubang Buaya;161.5;9.946.216.216;7;80;27.5;0;0.146951483
Lubang Buaya;105;1.005.533.333;6;70;28;0;0.146951483
Lubang Buaya;101;1.005.533.333;9;80;28.5;0;0.146951483
Lubang Buaya;49;1.005.533.333;9;85;25;1;0.146951483
Lubang Buaya;126;1.005.533.333;5;70;27.5;0;0.146951483
Lubang Buaya;95;1.005.533.333;5;60;28;0;0.146951483
Lubang Buaya;71;1.005.533.333;5.5;60;28.5;0;0.146951483
Lubang Buaya;76;1.005.533.333;3;60;28;0;0.146951483
Lubang Buaya;42;1.005.533.333;4;65;28;0;0.146951483
Lubang Buaya;53;116.472.093;10;50;33;0;0.146951483
Lubang Buaya;130;116.472.093;6;60;29;0.7;0.146951483
Lubang Buaya;74;116.472.093;10;60;32;1;0.146951483
Lubang Buaya;109;116.472.093;4;60;31;0.2;0.146951483
Lubang Buaya;115;116.472.093;3;50;29;8.4;0.146951483
Lubang Buaya;145;116.472.093;6;60;32;0;0.146951483
Lubang Buaya;168;116.472.093;14;60;30;0.2;0.146951483
Lubang Buaya;116;116.472.093;6;60;32;0;0.146951483
Lubang Buaya;34;116.472.093;7;60;33;3.2;0.146951483
Lubang Buaya;83;8.036.875;2;60;32;0.2;0.146951483
Lubang Buaya;99;8.036.875;13;60;32;1.8;0.146951483
Lubang Buaya;240;8.036.875;10;60;33;0.8;0.146951483
Lubang Buaya;111;8.036.875;8;60;33;0.6;0.146951483
Lubang Buaya;262;8.036.875;10;60;33;0.3;0.146951483
Lubang Buaya;79;8.036.875;8;70;32;1.8;0.146951483
Lubang Buaya;48;8.036.875;6;60;33;0.2;0.146951483
Lubang Buaya;93;1.055.138.889;7;60;32;0;0.146951483
Lubang Buaya;199;1.055.138.889;11;60;31;0.9;0.146951483
Lubang Buaya;167;1.055.138.889;4;60;32;0.2;0.146951483
Lubang Buaya;12;1.055.138.889;8;70;29;3.5;0.146951483
Lubang Buaya;39;1.055.138.889;14;70;31;0.2;0.146951483
Lubang Buaya;75;1.055.138.889;9;60;32;0;0.146951483
Lubang Buaya;58;1.055.138.889;12;60;32;0.1;0.146951483
Lubang Buaya;46;9.536.818.182;18;50;32;0.2;0.146951483
Lubang Buaya;41;9.536.818.182;18;60;32;0.4;0.146951483
Lubang Buaya;50;9.536.818.182;10;60;30;0.1;0.146951483
Lubang Buaya;61;9.536.818.182;12;60;32;0;0.146951483
Lubang Buaya;45;9.536.818.182;13;40;33;0;0.146951483
Lubang Buaya;74;9.536.818.182;8;50;34;0;0.146951483
Lubang Buaya;26;9.536.818.182;11;40;35;0;0.146951483
Lubang Buaya;22;9.536.818.182;10;50;32;0;0.146951483
Lubang Buaya;63.5;1524.35;5.5;70;29;1.65;0.146951483
Lubang Buaya;120;1524.35;5;75;28.5;0.55;0.146951483
Lubang Buaya;120.5;1524.35;5.5;70;28.5;4.65;0.146951483
Lubang Buaya;132.5;1524.35;5;75;27.5;3.6;0.146951483
Lubang Buaya;135;1524.35;5;70;28;2.65;0.146951483
Lubang Buaya;141;1524.35;4;85;28;3.85;0.146951483
Lubang Buaya;232;1524.35;10.5;75;26;0.5;0.146951483
Lubang Buaya;146;1524.35;3;70;29;1.4;0.146951483
Lubang Buaya;37;1524.35;6.5;70;28.5;4.75;0.146951483
Lubang Buaya;118.5;109.547.619;6;75;29;3.1;0.146951483
Lubang Buaya;185;109.547.619;4.5;80;28;1.75;0.146951483
Lubang Buaya;331.5;109.547.619;5.5;75;28.5;0.45;0.146951483
Lubang Buaya;179.5;109.547.619;5;80;28.5;3.5;0.146951483
Lubang Buaya;231;109.547.619;8;75;29.5;1.2;0.146951483
Lubang Buaya;93;109.547.619;5;75;29;3.15;0.146951483
Lubang Buaya;152;109.547.619;4;75;30;1.15;0.146951483
Lubang Buaya;218;1.355.628.571;5;75;30;0.5;0.146951483
Lubang Buaya;142.5;1.355.628.571;4;75;29;1.95;0.146951483
Lubang Buaya;165.5;1.355.628.571;3.5;75;28;2.35;0.146951483
Lubang Buaya;29.5;1.355.628.571;3.5;75;28.5;2.35;0.146951483
Lubang Buaya;100;1.355.628.571;6.5;85;28;0.8;0.146951483
Lubang Buaya;108.5;1.355.628.571;5;75;28.5;1.85;0.146951483
Lubang Buaya;97.5;1.355.628.571;6.5;75;28.5;3.75;0.146951483
Lubang Buaya;37.5;1.259.139.535;15;70;29.5;0.5;0.146951483
Lubang Buaya;50;1.259.139.535;12.5;80;28.5;0.35;0.146951483
Lubang Buaya;49;1.259.139.535;6;70;28.5;0;0.146951483
Lubang Buaya;96;1.259.139.535;5;65;30;0.05;0.146951483
Lubang Buaya;85;1.259.139.535;5.5;60;32;0;0.146951483
Lubang Buaya;168;1.259.139.535;10.5;65;29.5;0.3;0.146951483
Lubang Buaya;92.5;1.259.139.535;10.5;60;29.5;0;0.146951483
Lubang Buaya;44.5;1.259.139.535;9.5;70;28.5;0.2;0.146951483
